gapy --target=gapuino_v3 --platform=board --work-dir=/home/gap8/gap_sdk/Transfer_GAP8-_test_Memory/BUILD/GAP8_V3/GCC_RISCV_PULPOS      run --exec-prepare --exec --binary=/home/gap8/gap_sdk/Transfer_GAP8-_test_Memory/BUILD/GAP8_V3/GCC_RISCV_PULPOS/test_mem  
TARGET create
GAP8 INIT TARGET
GAP8 examine target
Init jtag
Initialising GAP8 JTAG TAP
Loading binary through JTAG
939 0.000570 1646305.625000
940 0.000557 1688218.375000
941 0.000571 1648702.000000
942 0.000572 1647498.500000
943 0.000573 1646298.875000
944 0.000559 1688415.625000
945 0.000573 1649053.500000
946 0.000574 1647854.000000
947 0.000575 1646658.750000
948 0.000561 1688611.500000
949 0.000575 1649402.000000
950 0.000576 1648206.750000
951 0.000577 1647015.625000
952 0.000564 1688805.750000
953 0.000578 1649382.500000
954 0.000579 1648192.250000
955 0.000580 1647369.750000
956 0.000566 1688998.125000
957 0.000580 1649726.875000
958 0.000581 1648540.625000
959 0.000582 1647721.000000
960 0.000568 1689189.250000
961 0.000582 1650068.625000
962 0.000583 1649248.375000
963 0.000584 1647708.625000
964 0.000571 1688999.750000
965 0.000585 1650407.750000
966 0.000586 1649229.750000
967 0.000587 1648055.625000
968 0.000573 1689566.625000
969 0.000587 1650384.375000
970 0.000588 1649570.125000
971 0.000589 1648400.125000
972 0.000575 1689377.000000
973 0.000589 1651077.875000
974 0.000590 1649907.750000
975 0.000591 1648742.000000
976 0.000578 1689563.500000
977 0.000592 1651409.125000
978 0.000593 1650243.125000
979 0.000594 1649081.000000
980 0.000580 1689375.500000
981 0.000594 1651381.750000
982 0.000595 1650575.500000
983 0.000596 1649417.500000
984 0.000582 1689931.875000
985 0.000596 1651709.125000
986 0.000597 1650905.375000
987 0.000598 1649398.375000
988 0.000585 1690113.875000
989 0.000599 1652387.125000
990 0.000600 1651232.875000
991 0.000601 1650082.625000
992 0.000587 1689925.750000
993 0.000601 1652356.250000
994 0.000602 1651557.875000
995 0.000603 1650061.125000
996 0.000589 1690473.625000
997 0.000603 1653026.750000
998 0.000604 1651880.250000
999 0.000605 1650388.500000
1000 0.000591 1690651.250000
1001 0.000606 1652644.250000
1002 0.000607 1651851.750000
1003 0.000608 1650713.500000
1004 0.000594 1690463.375000
1005 0.000608 1653308.500000
1006 0.000609 1652518.000000
1007 0.000610 1651036.125000
1008 0.000596 1690639.875000
1009 0.000610 1653621.250000
1010 0.000611 1652486.875000
1011 0.000612 1651356.375000
1012 0.000599 1690814.750000
1013 0.000613 1653585.875000
1014 0.000614 1652801.000000
1015 0.000615 1651674.125000
1016 0.000601 1690988.500000
1017 0.000615 1654239.500000
1018 0.000616 1652769.125000
1019 0.000617 1651989.500000
1020 0.000603 1690802.125000
1021 0.000617 1654202.125000
1022 0.000618 1653421.875000
1023 0.000619 1651961.000000
1024 0.000606 1690974.375000
1025 0.000619 1654848.750000
1026 0.000620 1653729.250000
1027 0.000621 1652613.250000
1028 0.000611 1682289.500000
1029 0.000625 1646336.750000
1030 0.000626 1645241.250000
1031 0.000627 1644149.250000
1032 0.000614 1682140.750000
1033 0.000627 1646330.625000
1034 0.000628 1645574.500000
1035 0.000629 1644486.000000
1036 0.000616 1682692.250000
1037 0.000630 1646659.000000
1038 0.000631 1645905.125000
1039 0.000632 1644820.125000
1040 0.000618 1682542.875000
1041 0.000632 1646985.125000
1042 0.000633 1646233.625000
1043 0.000634 1645151.750000
1044 0.000620 1682742.000000
1045 0.000634 1647308.875000
1046 0.000635 1646559.625000
1047 0.000636 1645481.375000
1048 0.000623 1682939.375000
1049 0.000637 1647630.125000
1050 0.000638 1646552.625000
1051 0.000639 1645808.250000
1052 0.000625 1683135.250000
1053 0.000639 1647949.250000
1054 0.000640 1646875.000000
1055 0.000641 1645804.250000
1056 0.000627 1683329.875000
1057 0.000641 1648266.000000
1058 0.000642 1647195.000000
1059 0.000643 1646127.625000
1060 0.000630 1683523.125000
1061 0.000644 1648580.500000
1062 0.000645 1647512.875000
1063 0.000646 1646448.625000
1064 0.000632 1683714.750000
1065 0.000646 1648566.000000
1066 0.000647 1648154.500000
1067 0.000648 1646767.750000
1068 0.000634 1683905.125000
1069 0.000648 1649202.625000
1070 0.000649 1648141.750000
1071 0.000650 1647084.125000
1072 0.000637 1683755.500000
1073 0.000651 1649186.000000
1074 0.000652 1648129.125000
1075 0.000653 1647398.375000
1076 0.000639 1683944.375000
1077 0.000653 1649492.750000
1078 0.000654 1648439.000000
1079 0.000655 1647710.625000
1080 0.000641 1684467.875000
1081 0.000655 1649797.375000
1082 0.000656 1649068.500000
1083 0.000657 1648020.625000
1084 0.000644 1683982.875000
1085 0.000658 1650099.875000
1086 0.000659 1649052.625000
1087 0.000659 1648328.250000
1088 0.000646 1684502.625000
1089 0.000660 1650400.125000
1090 0.000661 1649675.500000
1091 0.000662 1648634.000000
1092 0.000648 1684686.000000
1093 0.000662 1650698.375000
1094 0.000663 1649657.375000
1095 0.000664 1648619.625000
1096 0.000651 1684536.750000
1097 0.000664 1650994.500000
1098 0.000665 1649956.875000
1099 0.000666 1648922.125000
1100 0.000653 1684718.625000
1101 0.000667 1651288.625000
1102 0.000668 1650254.000000
1103 0.000669 1649222.500000
1104 0.000655 1684899.375000
1105 0.000669 1651580.625000
1106 0.000670 1650234.125000
1107 0.000671 1649520.750000
1108 0.000658 1685078.875000
1109 0.000671 1651870.875000
1110 0.000672 1650842.250000
1111 0.000674 1649503.625000
1112 0.000660 1685257.000000
1113 0.000674 1651845.125000
1114 0.000675 1651133.625000
1115 0.000676 1649798.750000
1116 0.000662 1685108.250000
1117 0.000676 1652132.250000
1118 0.000677 1651110.625000
1119 0.000678 1650403.500000
1120 0.000664 1685609.625000
1121 0.000678 1652417.500000
1122 0.000679 1651398.875000
1123 0.000680 1650693.750000
1124 0.000667 1685784.250000
1125 0.000681 1652700.625000
1126 0.000682 1651685.125000
1127 0.000683 1650672.625000
1128 0.000669 1685957.500000
1129 0.000683 1652672.375000
1130 0.000684 1651969.375000
1131 0.000685 1650960.000000
1132 0.000671 1685808.250000
1133 0.000685 1652952.750000
1134 0.000686 1652252.000000
1135 0.000687 1651245.375000
1136 0.000674 1685980.250000
1137 0.000688 1653231.375000
1138 0.000689 1652225.250000
1139 0.000690 1651528.875000
1140 0.000676 1686151.000000
1141 0.000690 1653815.000000
1142 0.000691 1652505.125000
1143 0.000692 1651810.500000
1144 0.000678 1686320.750000
1145 0.000692 1654088.875000
1146 0.000693 1652782.875000
1147 0.000694 1652090.250000
1148 0.000681 1686489.250000
1149 0.000695 1654056.125000
1150 0.000696 1653058.750000
1151 0.000697 1652368.125000
1152 0.000683 1686656.625000
1153 0.000697 1654327.500000
1154 0.000698 1653333.125000
1155 0.000699 1652341.625000
1156 0.000685 1686823.000000
1157 0.000699 1654596.875000
1158 0.000700 1653605.375000
1159 0.000701 1652918.500000
1160 0.000688 1686674.125000
1161 0.000702 1654864.500000
1162 0.000703 1653875.875000
1163 0.000704 1652890.250000
1164 0.000690 1687152.125000
1165 0.000704 1655130.500000
1166 0.000705 1654144.750000
1167 0.000706 1653161.875000
1168 0.000692 1687003.125000
1169 0.000706 1655394.750000
1170 0.000707 1654411.875000
1171 0.000708 1653431.625000
1172 0.000695 1687166.000000
1173 0.000708 1655657.125000
1174 0.000710 1654378.625000
1175 0.000711 1653699.750000
1176 0.000697 1687327.875000
1177 0.000711 1655619.875000
1178 0.000712 1654643.125000
1179 0.000713 1653669.125000
1180 0.000699 1687488.625000
1181 0.000713 1655879.750000
1182 0.000714 1654905.875000
1183 0.000715 1653934.750000
1184 0.000702 1687648.125000
1185 0.000716 1656138.250000
1186 0.000717 1655167.000000
1187 0.000718 1654198.625000
1188 0.000704 1687500.000000
1189 0.000718 1656395.000000
1190 0.000719 1655721.250000
1191 0.000720 1654460.750000
1192 0.000706 1687964.500000
1193 0.000720 1656649.875000
1194 0.000721 1655684.250000
1195 0.000722 1654721.375000
1196 0.000708 1688121.000000
1197 0.000722 1656903.250000
1198 0.000723 1655940.250000
1199 0.000724 1654980.250000
1200 0.000711 1688276.625000
1201 0.000725 1656862.500000
1202 0.000726 1656194.875000
1203 0.000727 1655237.375000
1204 0.000713 1688128.125000
1205 0.000727 1657405.375000
1206 0.000728 1656156.625000
1207 0.000729 1655492.875000
1208 0.000716 1688282.625000
1209 0.000729 1657363.250000
1210 0.000730 1656699.000000
1211 0.000732 1655457.125000
1212 0.000718 1688436.250000
1213 0.000732 1657611.125000
1214 0.000733 1656948.875000
1215 0.000734 1655999.250000
1216 0.000720 1688588.625000
1217 0.000734 1657857.375000
1218 0.000735 1656908.375000
1219 0.000736 1656250.000000
1220 0.000722 1688740.125000
1221 0.000736 1658102.375000
1222 0.000737 1657155.875000
1223 0.000738 1656499.250000
1224 0.000725 1688592.625000
1225 0.000739 1658345.625000
1226 0.000740 1657401.875000
1227 0.000741 1656460.500000
1228 0.000727 1689040.500000
1229 0.000741 1658301.000000
1230 0.000742 1657360.250000
1231 0.000743 1656707.625000
1232 0.000729 1689189.125000
1233 0.000743 1658542.125000
1234 0.000744 1657889.125000
1235 0.000745 1656953.125000
1236 0.000732 1689041.500000
1237 0.000746 1658781.750000
1238 0.000747 1657846.250000
1239 0.000748 1656913.375000
1240 0.000734 1689189.125000
1241 0.000748 1659020.000000
1242 0.000749 1658087.000000
1243 0.000750 1657439.375000
1244 0.000736 1689336.125000
1245 0.000750 1659256.750000
1246 0.000751 1658326.250000
1247 0.000752 1657680.500000
1248 0.000739 1689481.875000
1249 0.000753 1659491.875000
1250 0.000754 1658564.000000
1251 0.000755 1657638.500000
1252 0.000741 1689626.875000
1253 0.000755 1659725.625000
1254 0.000756 1658800.375000
1255 0.000757 1658157.750000
1256 0.000743 1689770.875000
1257 0.000757 1659958.250000
1258 0.000758 1659035.250000
1259 0.000759 1658114.875000
1260 0.000746 1689914.250000
1261 0.000760 1659909.500000
1262 0.000761 1659268.750000
1263 0.000762 1658350.750000
1264 0.000748 1689767.375000
1265 0.000762 1660418.750000
1266 0.000763 1659500.750000
1267 0.000764 1658585.500000
1268 0.000750 1689909.625000
1269 0.000764 1660368.875000
1270 0.000765 1659731.500000
1271 0.000766 1658818.500000
1272 0.000753 1690338.625000
1273 0.000766 1660873.875000
1274 0.000768 1659684.125000
1275 0.000769 1659050.125000
1276 0.000755 1690191.500000
1277 0.000769 1660822.875000
1278 0.000770 1660188.750000
1279 0.000771 1659280.375000
1280 0.000757 1690331.375000
1281 0.000771 1661047.750000
1282 0.000772 1660140.125000
1283 0.000773 1659509.625000
1284 0.000760 1690470.125000
1285 0.000774 1661271.250000
1286 0.000775 1660366.000000
1287 0.000775 1659737.125000
1288 0.000762 1690608.125000
1289 0.000776 1661493.500000
1290 0.000777 1660590.750000
1291 0.000778 1659963.250000
1292 0.000764 1690745.500000
1293 0.000778 1661714.500000
1294 0.000779 1660814.000000
1295 0.000780 1659915.875000
1296 0.000767 1690599.375000
1297 0.000781 1661661.625000
1298 0.000782 1660764.000000
1299 0.000782 1660140.125000
1300 0.000769 1690735.875000
1301 0.000783 1661880.750000
1302 0.000784 1661256.750000
1303 0.000785 1660363.375000
1304 0.000771 1690871.375000
1305 0.000785 1662098.500000
1306 0.000786 1661205.625000
1307 0.000787 1660315.000000
1308 0.000774 1691006.125000
1309 0.000787 1662315.125000
1310 0.000788 1661424.500000
1311 0.000789 1660805.375000
1312 0.000776 1691140.125000
1313 0.000790 1662530.500000
1314 0.000791 1661642.125000
1315 0.000792 1660756.125000
1316 0.000778 1691273.250000
1317 0.000792 1662744.375000
1318 0.000793 1661858.500000
1319 0.000794 1660974.625000
1320 0.000780 1691405.625000
1321 0.000794 1662957.125000
1322 0.000795 1662073.625000
1323 0.000796 1661192.250000
1324 0.000783 1691260.625000
1325 0.000797 1663168.750000
1326 0.000798 1662287.375000
1327 0.000799 1661408.250000
1328 0.000785 1691392.250000
1329 0.000799 1663112.750000
1330 0.000800 1662499.875000
1331 0.000801 1661623.125000
1332 0.000787 1691798.125000
1333 0.000801 1663322.625000
1334 0.000802 1662711.375000
1335 0.000803 1661836.750000
1336 0.000790 1691653.250000
1337 0.000804 1663531.250000
1338 0.000805 1662657.000000
1339 0.000806 1662049.250000
1340 0.000792 1691782.500000
1341 0.000806 1663738.625000
1342 0.000807 1663130.500000
1343 0.000808 1661997.000000
1344 0.000794 1691911.000000
1345 0.000808 1663945.000000
1346 0.000809 1663075.250000
1347 0.000810 1662470.375000
1348 0.000797 1691767.000000
1349 0.000811 1664150.125000
1350 0.000812 1663282.500000
1351 0.000813 1662417.250000
1352 0.000799 1691895.000000
1353 0.000813 1664354.000000
1354 0.000814 1663488.750000
1355 0.000815 1662886.875000
1356 0.000801 1692292.250000
1357 0.000815 1664295.500000
1358 0.000816 1663693.750000
1359 0.000817 1662832.875000
1360 0.000804 1692148.375000
1361 0.000818 1664758.500000
1362 0.000819 1663897.500000
1363 0.000820 1663038.750000
1364 0.000806 1692542.875000
1365 0.000820 1664699.125000
1366 0.000821 1664100.125000
1367 0.000822 1662984.750000
1368 0.000808 1692399.000000
1369 0.000822 1664899.250000
1370 0.000823 1664043.000000
1371 0.000824 1663447.375000
1372 0.000811 1692523.375000
1373 0.000825 1665098.125000
1374 0.000826 1664244.125000
1375 0.000826 1663649.875000
1376 0.000813 1692646.750000
1377 0.000827 1665296.125000
1378 0.000828 1664701.500000
1379 0.000829 1663594.500000
1380 0.000815 1692769.625000
1381 0.000829 1665492.750000
1382 0.000830 1664643.000000
1383 0.000831 1663795.375000
1384 0.000817 1693156.875000
1385 0.000831 1665688.500000
1386 0.000833 1664840.750000
1387 0.000834 1663995.250000
1388 0.000820 1692749.000000
1389 0.000834 1665883.125000
1390 0.000835 1665037.625000
1391 0.000836 1664194.125000
1392 0.000822 1693397.750000
1393 0.000836 1665566.625000
1394 0.000837 1665233.250000
1395 0.000838 1664391.875000
1396 0.000824 1693517.000000
1397 0.000839 1665760.375000
1398 0.000839 1665427.625000
1399 0.000840 1664588.375000
1400 0.000827 1693111.500000
1401 0.000841 1665953.125000
1402 0.000842 1665114.750000
1403 0.000843 1664784.000000
1404 0.000829 1693230.875000
1405 0.000843 1666650.875000
1406 0.000844 1665813.625000
1407 0.000845 1664978.500000
1408 0.000831 1693871.250000
1409 0.000845 1666840.125000
1410 0.000846 1666005.000000
1411 0.000847 1665171.875000
1412 0.000834 1693468.000000
1413 0.000848 1667028.500000
1414 0.000849 1666195.250000
1415 0.000850 1665364.250000
1416 0.000836 1693585.375000
1417 0.000850 1666713.750000
1418 0.000851 1665883.500000
1419 0.000852 1665555.500000
1420 0.000839 1693185.250000
1421 0.000852 1666901.250000
1422 0.000854 1666073.000000
1423 0.000855 1665246.750000
1424 0.000841 1693818.500000
1425 0.000855 1667087.750000
1426 0.000856 1666261.500000
1427 0.000857 1665935.000000
1428 0.000843 1693934.125000
1429 0.000857 1667273.375000
1430 0.000858 1666449.125000
1431 0.000859 1665626.875000
1432 0.000845 1694049.000000
1433 0.000859 1667458.000000
1434 0.000860 1667131.750000
1435 0.000861 1665815.375000
1436 0.000848 1694163.375000
1437 0.000862 1667641.500000
1438 0.000863 1666821.250000
1439 0.000863 1666496.750000
1440 0.000850 1694277.125000
1441 0.000864 1667824.125000
1442 0.000865 1667005.750000
1443 0.000866 1666189.500000
1444 0.000852 1694390.250000
1445 0.000866 1668005.750000
1446 0.000867 1667189.375000
1447 0.000868 1666866.250000
1448 0.000855 1693995.125000
1449 0.000869 1668186.375000
1450 0.000870 1667372.000000
1451 0.000871 1666559.500000
1452 0.000857 1694108.375000
1453 0.000871 1668366.000000
1454 0.000872 1667553.500000
1455 0.000873 1666743.125000
1456 0.000859 1694221.000000
1457 0.000873 1668544.875000
1458 0.000874 1667734.250000
1459 0.000875 1667413.375000
1460 0.000862 1694333.000000
1461 0.000876 1668722.625000
1462 0.000877 1667427.000000
1463 0.000878 1667107.250000
1464 0.000864 1694444.500000
1465 0.000878 1668899.375000
1466 0.000879 1668092.750000
1467 0.000880 1666803.000000
1468 0.000866 1694555.250000
1469 0.000880 1669075.375000
1470 0.000881 1668270.625000
1471 0.000882 1667467.750000
1472 0.000869 1694665.500000
1473 0.000882 1669250.500000
1474 0.000883 1668447.625000
1475 0.000884 1667646.500000
1476 0.000871 1694775.125000
1477 0.000885 1669424.500000
1478 0.000886 1668623.500000
1479 0.000887 1667824.375000
1480 0.000873 1694387.500000
1481 0.000887 1669597.750000
1482 0.000888 1668317.625000
1483 0.000889 1668001.375000
1484 0.000876 1694992.750000
1485 0.000890 1669289.625000
1486 0.000890 1668972.750000
1487 0.000891 1668177.375000
1488 0.000878 1694606.375000
1489 0.000892 1669462.250000
1490 0.000893 1669146.125000
1491 0.000894 1668352.500000
1492 0.000880 1694715.000000
1493 0.000894 1670112.000000
1494 0.000895 1668841.125000
1495 0.000896 1668526.750000
1496 0.000882 1695314.750000
1497 0.000897 1669804.875000
1498 0.000898 1669013.875000
1499 0.000899 1668224.750000
1500 0.000885 1694930.500000
1501 0.000899 1669974.750000
1502 0.000900 1669185.625000
1503 0.000901 1668398.250000
1504 0.000887 1695526.750000
1505 0.000901 1670143.750000
1506 0.000902 1669356.500000
1507 0.000903 1668571.125000
1508 0.000889 1695631.875000
1509 0.000903 1670312.000000
1510 0.000904 1669526.625000
1511 0.000905 1668743.000000
1512 0.000892 1695249.750000
1513 0.000906 1670007.500000
1514 0.000907 1669695.750000
1515 0.000908 1668913.875000
1516 0.000894 1695840.375000
1517 0.000908 1670646.000000
1518 0.000909 1669864.125000
1519 0.000910 1669084.000000
1520 0.000897 1695459.875000
1521 0.000910 1670811.625000
1522 0.000911 1670031.500000
1523 0.000912 1669253.375000
1524 0.000899 1695564.000000
1525 0.000913 1670976.625000
1526 0.000914 1670198.250000
1527 0.000915 1669421.750000
1528 0.000901 1695667.625000
1529 0.000915 1670673.125000
1530 0.000916 1670364.125000
1531 0.000917 1669589.250000
1532 0.000903 1695770.625000
1533 0.000917 1671303.750000
1534 0.000918 1670529.000000
1535 0.000919 1669756.000000
1536 0.000906 1695873.375000
1537 0.000920 1671000.875000
1538 0.000921 1670693.125000
1539 0.000922 1669921.875000
1540 0.000911 1690257.000000
1541 0.000925 1665614.625000
1542 0.000926 1664852.750000
1543 0.000927 1664092.625000
1544 0.000913 1690372.750000
1545 0.000927 1665789.750000
1546 0.000929 1665029.750000
1547 0.000930 1664271.250000
1548 0.000916 1690015.375000
1549 0.000930 1665964.000000
1550 0.000931 1664747.750000
1551 0.000932 1664448.875000
1552 0.000918 1690131.000000
1553 0.000932 1665679.875000
1554 0.000933 1665380.625000
1555 0.000934 1664625.500000
1556 0.000921 1690246.125000
1557 0.000935 1665853.500000
1558 0.000936 1665099.125000
1559 0.000937 1664346.500000
1560 0.000923 1690360.625000
1561 0.000937 1666026.375000
1562 0.000938 1665728.250000
1563 0.000939 1664976.500000
1564 0.000925 1690474.500000
1565 0.000939 1666652.375000
1566 0.000940 1665447.125000
1567 0.000941 1665150.625000
1568 0.000927 1690587.875000
1569 0.000942 1666369.250000
1570 0.000943 1665619.875000
1571 0.000943 1665324.000000
1572 0.000930 1690700.750000
1573 0.000944 1666539.625000
1574 0.000945 1665791.875000
1575 0.000946 1665496.375000
1576 0.000932 1690348.625000
1577 0.000946 1666708.875000
1578 0.000947 1665962.875000
1579 0.000948 1665218.375000
1580 0.000934 1690924.625000
1581 0.000948 1666877.625000
1582 0.000949 1666582.375000
1583 0.000950 1665838.750000
1584 0.000937 1691035.875000
1585 0.000951 1667045.250000
1586 0.000952 1666302.500000
1587 0.000953 1665561.250000
1588 0.000939 1691146.375000
1589 0.000953 1667212.250000
1590 0.000954 1666471.000000
1591 0.000955 1666178.000000
1592 0.000942 1690796.625000
1593 0.000955 1667378.375000
1594 0.000956 1666638.750000
1595 0.000957 1665900.750000
1596 0.000944 1691366.000000
1597 0.000958 1667543.750000
1598 0.000959 1666360.750000
1599 0.000959 1666513.875000
1600 0.000946 1691017.250000
1601 0.000960 1667708.375000
1602 0.000961 1666972.000000
1603 0.000962 1666237.000000
1604 0.000948 1691126.875000
1605 0.000962 1667872.125000
1606 0.000963 1667137.250000
1607 0.000964 1666404.000000
1608 0.000951 1691691.375000
1609 0.000965 1668035.125000
1610 0.000966 1667301.750000
1611 0.000967 1666570.125000
1612 0.000953 1691344.375000
1613 0.000967 1668197.375000
1614 0.000968 1667465.625000
1615 0.000969 1666735.500000
1616 0.000955 1691452.250000
1617 0.000969 1667918.250000
1618 0.000970 1667628.625000
1619 0.000971 1666900.000000
1620 0.000958 1691559.750000
1621 0.000972 1668519.375000
1622 0.000973 1667790.875000
1623 0.000974 1667063.875000
1624 0.000960 1691666.750000
1625 0.000974 1668240.750000
1626 0.000975 1667952.375000
1627 0.000976 1666789.625000
1628 0.000962 1691773.000000
1629 0.000976 1668401.000000
1630 0.000977 1667676.125000
1631 0.000978 1667389.125000
1632 0.000965 1691879.000000
1633 0.000979 1668560.375000
1634 0.000980 1667837.125000
1635 0.000980 1667550.625000
1636 0.000967 1691536.625000
1637 0.000981 1668719.000000
1638 0.000982 1668432.250000
1639 0.000983 1667711.375000
1640 0.000969 1692089.250000
1641 0.000983 1668877.000000
1642 0.000984 1668156.750000
1643 0.000985 1667871.375000
1644 0.000972 1692193.625000
1645 0.000985 1669467.875000
1646 0.000987 1668315.375000
1647 0.000988 1667598.125000
1648 0.000974 1692297.625000
1649 0.000988 1669190.500000
1650 0.000989 1668473.250000
1651 0.000990 1667757.625000
1652 0.000976 1691957.250000
1653 0.000990 1669346.250000
1654 0.000991 1668630.500000
1655 0.000992 1667916.375000
1656 0.000979 1692061.250000
1657 0.000993 1669501.250000
1658 0.000994 1668787.125000
1659 0.000995 1668074.375000
1660 0.000981 1692164.750000
1661 0.000995 1669655.625000
1662 0.000996 1668942.750000
1663 0.000997 1668660.000000
1664 0.000983 1692267.750000
1665 0.000997 1669809.000000
1666 0.000998 1669098.000000
1667 0.000999 1668388.000000
1668 0.000986 1692370.250000
1669 0.000999 1669961.875000
1670 0.001000 1669252.125000
1671 0.001001 1668543.875000
1672 0.000988 1692910.750000
1673 0.001002 1669687.375000
1674 0.001003 1669405.875000
1675 0.001004 1668699.000000
1676 0.000990 1692573.625000
1677 0.001004 1669839.750000
1678 0.001005 1669558.625000
1679 0.001006 1668853.250000
1680 0.000993 1692674.750000
1681 0.001006 1670416.375000
1682 0.001007 1669711.000000
1683 0.001008 1669007.000000
1684 0.000995 1692775.375000
1685 0.001009 1670142.375000
1686 0.001010 1669439.125000
1687 0.001011 1669160.125000
1688 0.000997 1692875.375000
1689 0.001011 1670715.625000
1690 0.001012 1669590.875000
1691 0.001013 1669312.250000
1692 0.000999 1692975.125000
1693 0.001014 1670442.375000
1694 0.001014 1670163.500000
1695 0.001015 1669463.875000
1696 0.001002 1692641.750000
1697 0.001016 1670591.375000
1698 0.001017 1669892.500000
1699 0.001018 1669195.000000
1700 0.001004 1693173.125000
1701 0.001018 1670739.625000
1702 0.001019 1670461.625000
1703 0.001020 1669764.875000
1704 0.001007 1692840.625000
1705 0.001020 1670887.125000
1706 0.001021 1670191.125000
1707 0.001022 1669496.375000
1708 0.001009 1693369.250000
1709 0.001022 1671452.500000
1710 0.001024 1670339.500000
1711 0.001025 1670063.250000
1712 0.001011 1693038.125000
1713 0.001025 1671180.250000
1714 0.001026 1670487.250000
1715 0.001027 1669795.375000
1716 0.001014 1693135.875000
1717 0.001027 1671326.125000
1718 0.001028 1670634.125000
1719 0.001029 1669943.625000
1720 0.001016 1693233.375000
1721 0.001030 1671471.125000
1722 0.001031 1670780.625000
1723 0.001031 1670506.000000
1724 0.001018 1693330.500000
1725 0.001032 1671200.625000
1726 0.001033 1671340.500000
1727 0.001034 1670652.250000
1728 0.001020 1693852.125000
1729 0.001034 1671759.000000
1730 0.001035 1671071.375000
1731 0.001036 1670385.125000
1732 0.001023 1693523.125000
1733 0.001037 1671489.250000
1734 0.001038 1671215.875000
1735 0.001039 1670531.000000
1736 0.001025 1693618.750000
1737 0.001039 1672044.250000
1738 0.001040 1671359.500000
1739 0.001041 1670676.000000
1740 0.001027 1693714.250000
1741 0.001041 1672186.125000
1742 0.001042 1671502.625000
1743 0.001043 1670820.500000
1744 0.001030 1693809.125000
1745 0.001044 1671917.125000
1746 0.001044 1671645.250000
1747 0.001046 1670555.375000
1748 0.001032 1693903.500000
1749 0.001046 1672058.500000
1750 0.001047 1671787.125000
1751 0.001048 1671107.500000
1752 0.001034 1693997.500000
1753 0.001048 1672607.875000
1754 0.001049 1671520.500000
1755 0.001050 1670843.000000
1756 0.001037 1694091.125000
1757 0.001051 1672339.375000
1758 0.001052 1671661.875000
1759 0.001053 1670985.750000
1760 0.001039 1693767.000000
1761 0.001053 1672885.750000
1762 0.001054 1672209.000000
1763 0.001055 1671533.625000
1764 0.001041 1693860.750000
1765 0.001055 1672618.000000
1766 0.001056 1672348.500000
1767 0.001057 1671674.500000
1768 0.001043 1694369.625000
1769 0.001058 1672756.250000
1770 0.001059 1672082.875000
1771 0.001060 1671410.750000
1772 0.001046 1694461.500000
1773 0.001060 1672894.125000
1774 0.001061 1672222.000000
1775 0.001062 1671954.000000
1776 0.001048 1694139.000000
1777 0.001062 1673031.000000
1778 0.001063 1672360.250000
1779 0.001064 1671690.750000
1780 0.001050 1694644.250000
1781 0.001064 1673167.625000
1782 0.001065 1672498.125000
1783 0.001066 1671830.000000
1784 0.001053 1694734.875000
1785 0.001067 1673303.625000
1786 0.001068 1672234.500000
1787 0.001069 1672369.125000
1788 0.001055 1694825.250000
1789 0.001069 1673439.000000
1790 0.001070 1672772.000000
1791 0.001071 1672106.375000
1792 0.001057 1694915.250000
1793 0.001071 1673573.875000
1794 0.001072 1672908.250000
1795 0.001073 1672243.875000
1796 0.001060 1694595.500000
1797 0.001074 1673708.125000
1798 0.001075 1673043.875000
1799 0.001076 1672380.875000
1800 0.001062 1694685.375000
1801 0.001076 1673443.375000
1802 0.001077 1673178.625000
1803 0.001078 1672516.875000
1804 0.001064 1694775.125000
1805 0.001078 1673974.625000
1806 0.001079 1673313.000000
1807 0.001080 1672652.625000
1808 0.001067 1694864.375000
1809 0.001081 1674107.125000
1810 0.001082 1673050.750000
1811 0.001083 1672787.625000
1812 0.001069 1694953.375000
1813 0.001083 1673843.375000
1814 0.001084 1673184.875000
1815 0.001085 1672527.500000
1816 0.001071 1695041.875000
1817 0.001085 1673975.500000
1818 0.001086 1673318.125000
1819 0.001087 1673056.000000
1820 0.001074 1695130.000000
1821 0.001088 1674107.125000
1822 0.001089 1673451.125000
1823 0.001090 1673189.375000
1824 0.001076 1694814.375000
1825 0.001090 1674631.500000
1826 0.001091 1673583.375000
1827 0.001092 1672929.875000
1828 0.001078 1695305.125000
1829 0.001092 1674368.625000
1830 0.001093 1673715.000000
1831 0.001094 1673454.375000
1832 0.001081 1694990.500000
1833 0.001095 1674498.750000
1834 0.001096 1673846.250000
1835 0.001096 1673586.125000
1836 0.001083 1695078.125000
1837 0.001097 1675018.875000
1838 0.001098 1673977.125000
1839 0.001099 1673717.000000
1840 0.001085 1695565.125000
1841 0.001099 1674756.875000
1842 0.001100 1674107.125000
1843 0.001101 1673458.625000
1844 0.001087 1695650.875000
1845 0.001102 1674885.250000
1846 0.001103 1674236.750000
1847 0.001104 1673589.375000
1848 0.001090 1695338.250000
1849 0.001104 1675013.125000
1850 0.001105 1674365.750000
1851 0.001106 1674107.000000
1852 0.001092 1695424.000000
1853 0.001106 1675140.250000
1854 0.001107 1674494.125000
1855 0.001108 1673849.250000
1856 0.001095 1695509.875000
1857 0.001108 1675267.125000
1858 0.001110 1674622.125000
1859 0.001111 1673978.500000
1860 0.001097 1695595.250000
