1,0.000015,67421.789063
2,0.000015,131070.187500
3,0.000016,191253.343750
4,0.000008,532836.000000
5,0.000021,234730.781250
6,0.000022,276141.406250
7,0.000022,316369.875000
8,0.000008,1052770.125000
9,0.000021,421289.156250
10,0.000022,458947.187500
11,0.000022,495138.656250
12,0.000008,1560468.250000
13,0.000021,605947.562500
14,0.000022,640732.312500
15,0.000022,671471.437500
16,0.000008,2064516.125000
17,0.000022,790109.625000
18,0.000022,820344.500000
19,0.000022,849351.875000
20,0.000008,2549719.500000
21,0.000022,973303.625000
22,0.000022,999818.187500
23,0.000022,1022676.750000
24,0.000008,3035669.000000
25,0.000022,1153775.125000
26,0.000022,1176683.500000
27,0.000023,1197233.125000
28,0.000008,3487792.750000
29,0.000022,1332720.625000
30,0.000022,1352326.000000
31,0.000023,1369016.000000
32,0.000008,3958436.500000
33,0.000022,1512374.000000
34,0.000022,1528227.250000
35,0.000023,1541578.625000
36,0.000008,4400978.000000
37,0.000022,1690733.000000
38,0.000022,1701289.375000
39,0.000023,1713231.500000
40,0.000008,4854369.000000
41,0.000022,1865671.625000
42,0.000022,1869991.000000
43,0.000023,1881344.000000
44,0.000008,5301205.000000
45,0.000022,2038782.000000
46,0.000022,2044807.875000
47,0.000023,2047751.875000
48,0.000008,5719733.500000
49,0.000022,2214389.000000
50,0.000023,2213956.750000
51,0.000023,2216620.250000
52,0.000009,6109022.500000
53,0.000022,2382236.750000
54,0.000023,2381792.750000
55,0.000023,2377247.750000
56,0.000009,6529850.500000
57,0.000022,2555595.250000
58,0.000023,2551020.500000
59,0.000023,2543980.750000
60,0.000009,6950880.500000
61,0.000022,2726135.000000
62,0.000023,2716438.750000
63,0.000023,2708978.250000
64,0.000009,7326007.000000
65,0.000022,2893518.750000
66,0.000023,2879581.250000
67,0.000023,2870116.500000
68,0.000009,7706255.500000
69,0.000023,3059595.750000
70,0.000023,3046657.250000
71,0.000023,3029010.250000
72,0.000009,8108108.500000
73,0.000023,3228945.250000
74,0.000023,3211805.500000
75,0.000024,3190946.250000
76,0.000009,8467023.000000
77,0.000023,3391472.750000
78,0.000023,3371369.500000
79,0.000024,3348592.500000
80,0.000009,8857396.000000
81,0.000023,3558875.250000
82,0.000023,3530830.250000
83,0.000024,3509810.750000
84,0.000009,9202454.000000
85,0.000023,3713736.500000
86,0.000023,3689087.000000
87,0.000024,3665318.500000
88,0.000009,9581881.000000
89,0.000023,3879010.000000
90,0.000023,3844839.500000
91,0.000024,3822244.500000
92,0.000009,9913793.000000
93,0.000023,4042072.250000
94,0.000023,4004771.750000
95,0.000024,3968917.250000
96,0.000009,10256411.000000
97,0.000023,4198407.000000
98,0.000024,4161005.500000
99,0.000024,4127752.000000
100,0.000009,10575296.000000
101,0.000023,4356452.500000
102,0.000024,4319106.000000
103,0.000024,4277408.500000
104,0.000010,10887772.000000
105,0.000023,4510309.000000
106,0.000024,4470310.500000
107,0.000024,4425877.000000
108,0.000010,11231282.000000
109,0.000023,4662902.500000
110,0.000024,4623402.500000
111,0.000024,4582232.500000
112,0.000010,11551155.000000
113,0.000023,4827409.500000
114,0.000024,4778672.500000
115,0.000024,4734848.000000
116,0.000010,11865793.000000
117,0.000024,4977876.000000
118,0.000024,4926520.000000
119,0.000024,4877049.000000
120,0.000010,12175325.000000
121,0.000024,5130596.500000
122,0.000024,5073187.000000
123,0.000025,5017950.000000
124,0.000010,12500000.000000
125,0.000024,5278716.500000
126,0.000024,5225614.000000
127,0.000025,5174380.500000
128,0.000010,12779553.000000
129,0.000024,5425639.500000
130,0.000024,5366578.500000
131,0.000025,5316558.500000
132,0.000010,13095237.000000
133,0.000024,5578859.000000
134,0.000024,5520764.500000
135,0.000025,5468244.000000
136,0.000010,13385827.000000
137,0.000024,5727425.000000
